Covidence #,Study ID,Title,Reviewer Name,Study DOI,Year published ,Full title,Study setting ,Disease type (choose all that apply),Model type,"""Other"" details",Stochasticity in model ,Scientific problem being solved,How many parameters were calibrated?,External beliefs or evidence,Choice of parameters to calibrate ,What justification was provided for choice of parameters to calibrate?,"""Other"" details.",Type of data used for defining calibration targets (select all that apply),"""Other"" details ",How many calibration targets were used for estimation?,Resolution of data  used for defining calibration targets,Number of steps: single or sequential? ,Name of calibration algorithm ,"""Other"" details ",Is calibration implementation (code) available in an open-access repository? ,What programming language was used for calibration?,Do authors list any programming packages used for calibration?,Goodness-of-fit (GOF) measure employed within calibration algorithm,"If ""Not clear"", paste the relevant text here. ","""Other"" details",Nature of calibration results,"""Other"" details",How are calibration results reported? ,"""Other"" details.",How is uncertainty in calibration outputs reported? ,"""Other"" details.", What is the size of the calibration output?
2793,Li 2022,Global analysis of tuberculosis dynamical model and optimal control strategies based on case data in the United States.,Consensus,https://doi.org/10.1016/j.amc.2022.126983,2022,Global analysis of tuberculosis dynamical model and optimal control strategies based on case data in the United States,USA,TB,Compartmental ,"",Not reported,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",All parameters,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Markov Chain Monte Carlo,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",1
2756,Bórquez 2020,Integrating HIV pre‐exposure prophylaxis and harm reduction among men who have sex with men and transgender women to address intersecting harms associated with stimulant use: a modelling study.,Consensus,10.1002/jia2.25495,2020,Integrating HIV pre-exposure prophylaxis and harm reduction among men who have sex with men and transgender women to address intersecting harms associated with stimulant use: a modelling study,Peru,HIV,Compartmental ,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Demographic (e.g., population size, sex and age distribution); Incidence ; Prevalence; Treatment and treatment outcomes (e.g., mortality, recovery)",proportion using stimulants,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Maximum likelihood estimation,"",Not reported ,Matlab,Yes,Data likelihood ,"","",Sample estimate (multiple parameter sets),"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","","10,000"
2742,JungHoKim 2020,Cost-benefit analysis of rapid diagnostic tests for Plasmodium vivax malaria in South Korea: A mathematical modeling study.,Consensus,http://dx.doi.org/10.1136/bmjgh-2020-004292,2020,Modelling the impact of rapid diagnostic tests on Plasmodium vivax malaria in South Korea: a cost–benefit analysis,South Korea,Malaria,Compartmental ,"",Not reported,Evaluate interventions,Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"",Incidence ,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Not reported,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",Not reported
2740,Rahman 2020,Cost-effective modeling of the transmission dynamics of malaria: A case study in Bangladesh.,Consensus,https://doi.org/10.1080/23737484.2020.1731724,2020,Cost-effective modeling of the transmission dynamics of malaria: A case study in Bangladesh,Bangladesh,Malaria,Not reported,"",Not reported,"Understand disease mechanisms (e.g., through inference on a parameter) ",Not reported,Not reported,Not reported,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Not reported,"",Not reported ,Not reported,No,Not reported,"","",Not reported ,"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
2734,Katz 2021,Effects of Condom Use on Human Immunodeficiency Virus Transmission among Adolescent Sexual Minority Males in the United States: A Mixed Epidemiology and Epidemic Modeling Study,Consensus,"https://doi.org10.1097/OLQ.0000000000001485
",2021,Effects of Condom Use on Human Immunodeficiency Virus Transmission Among Adolescent Sexual Minority Males in the United States: A Mixed Epidemiology and Epidemic Modeling Study,USA,HIV,Individual-based ,"",Stochastic model ,Evaluate interventions,Multiple,Not reported,Subset of parameters,Not reported ,"",Prevalence,"",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Approximate Bayesian Computation,"",Not reported ,Not reported,No,Not reported,"","",Not reported ,"","Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",Not reported
2717,Stover 2022,The impact of condom use on the HIV epidemic.,Consensus,https://doi.org/10.12688/gatesopenres.13278.2,2022, The impact of condom use on the HIV epidemic,"Afghanistan, Azerbaijan, Bangladesh, Brazil, Cambodia, China, Colombia, Cuba, Djibouti, France, Guatemala, Haiti, India, Indonesia, Italy, Jamaica, Kazakhstan, Kyrgyzstan, Laos, Lebanon, Mexico, Moldova, Mongolia, Morocco, Myanmar, Pakistan, Paraguay, Philippine, PNG, Russia, Sudan, Tajikistan, Thailand, Timor Leste, UK, Ukraine, USA, Viet Nam",HIV,Not reported,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Prevalence","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ; Modeled estimates  (e.g., WHO TB incidence estimates)",Not reported,Not reported,"",Link reported and accessible,Other ,No,Not reported,"","",Point estimate (single parameter / parameter set),"",Numerical: e.g. as value(s).,"",Uncertainty in calibration outputs is not reported.,"",1
2710,Mettle 2020,Modelling the Transmission Dynamics of Tuberculosis in the Ashanti Region of Ghana.,Consensus,https://doi.org/10.1155/2020/4513854,2020,Modelling the Transmission Dynamics of Tuberculosis in the Ashanti Region of Ghana,Ghana,TB,Compartmental ,"",Other: Both deterministic and stochastic ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Evaluate interventions",Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"","Contact/exposure (e.g., number of sexual partners, number of mosquito bites); Incidence ","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Maximum likelihood estimation,"",Not reported ,Not reported,No,Other ,"", Akaike information criterion (AIC) value,Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"","10,000"
2701,Estadilla 2020,Optimal strategies for mitigating the HIV/AIDS epidemic in the Philippines.,Consensus,https://onlinelibrary.wiley.com/doi/10.1002/mma.6979,2020,Optimal strategies for mitigating the HIV/AIDS epidemic in the Philippines,Philippines,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions; Predict disease trends ,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are relevant to question of interest.,"","Incidence ; Treatment and treatment outcomes (e.g., mortality, recovery)","",Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Calibration was done sequentially: different parameters (or subsets of parameters) were calibrated over multiple rounds. ,Least squares estimation,"",Not reported ,Matlab,No,Ad-hoc distance function (as in Approximate Bayesian Computation or least squares),"","",Sample estimate (multiple parameter sets),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.","",Not reported
2690,Tomczak 2021,The impact of active case finding among high-risk populations on the decline of tuberculosis incidence.,Consensus,https://doi.org/10.29089/2021.21.00185,2021,The impact of active case finding among high-risk populations on the decline of tuberculosis incidence,Brazil,TB,Compartmental ,"",Not reported,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Not reported ,"",Notifications / diagnoses,"",Single ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ",Not reported,Least squares estimation,"",Not reported ,Matlab,Yes,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
2664,Banasiak 2021,Some mathematical tools for modelling malaria: a subjective survey.,Consensus,http://dx.doi.org/10.11145/j.biomath.2021.10.029 ,2021,Some mathematical tools for modelling malaria: a subjective survey,South Africa,Malaria,Compartmental ,"",Deterministic model ,"Understand disease mechanisms (e.g., through inference on a parameter) ; Predict disease trends ",Multiple,Not reported,Subset of parameters,Parameters are uncertain.,"",Notifications / diagnoses; Other ,Deaths,Multiple ,"Empirical data or statistical summaries of empirical data (e.g., WHO case notification data) ","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Matlab,Yes,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","","Numerical: As uncertainty intervals around estimates or model outputs. e.g., 95% CI: 1.5 - 4.5.; Graphical: As a plot; e.g., a line with shaded areas indicating uncertainty intervals ","",1
2644,Omondi 2018,"Mathematical modelling of the impact of testing, treatment and control of HIV transmission in Kenya.",Consensus,https://doi.org/10.1080/25742558.2018.1475590,2018,"Mathematical modelling of the impact of testing, treatment and control of HIV transmission in Kenya",Kenya,HIV,Compartmental ,"",Deterministic model ,Evaluate interventions,Multiple,"Prior knowledge is incorporated for at least one parameter to be calibrated; e.g., as a prior distribution over the parameter.",Subset of parameters,Parameters are uncertain.,"",Notifications / diagnoses,"",Single ,"Modeled estimates  (e.g., WHO TB incidence estimates)","Calibration was done as a single step (i.e., all parameters were calibrated at once). ",Least squares estimation,"",Not reported ,Matlab,No,Not reported,"","",Point estimate (single parameter / parameter set),"","Numerical: e.g. as value(s).; Graphical: e.g., as a plot of calibrated model trend versus calibration targets. ","",Uncertainty in calibration outputs is not reported.,"",1
